,Unit,Turn,B4,B2
20,It is unfortunate that you cannot donate right now but I can understand. Hopefully you can find it in your heart to donate in the future. ,10,0,20180830-154653_979_live
0,Hi,0,0,20180830-194021_927_live
1,Hi. How are you doing tonight?,0,1,20180830-194021_927_live
2,Great!  How are you?,1,0,20180830-194021_927_live
3,"Doing very well, thank you.",1,1,20180830-194021_927_live
4,I want to ask you a question?,2,0,20180830-194021_927_live
5,"Okay, what is the question?",2,1,20180830-194021_927_live
6,Would you be willing to donate some of your payment for this task to a children's charity called Save the Children?,3,0,20180830-194021_927_live
7,How do I know that the money will actually go to Save the Children?,3,1,20180830-194021_927_live
8,The research team will collect all donation and send it to Save the Children.,4,0,20180830-194021_927_live
9,How reputable is the organization?,4,1,20180830-194021_927_live
10,"Very reputable. Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",5,0,20180830-194021_927_live
11,Okay. Well they sound like a good organization. I already donate monthly to another organization that has similar goals.,5,1,20180830-194021_927_live
12,"That is great to hear! But Save the Children does need your help. Your donation will help, among others, children and their families that are suffering from hunger.",6,0,20180830-194021_927_live
13,"Okay. Well I can give 10% of my payment, so 20 cents. ",6,1,20180830-194021_927_live
14,"That is very generous. But let me ask you: is there any way you can go even a little higher.  It would mean a lot. Many of the children Save the Children helps are from war torn areas of developing countries. In these areas, in the first two months of 2018, 1,000 children were killed or injured. Your donation will help Save the Children assist children in those areas.",7,0,20180830-194021_927_live
15,"I understand that. Like I said I already to donate to something similar, but at this point in my families life we really need as much money as I can bring in.",7,1,20180830-194021_927_live
16,Understood.  Thank you so much!  I know your donation will help.,8,0,20180830-194021_927_live
17,I hope it does. Thanks for being understanding.,8,1,20180830-194021_927_live
18,Thank you as well.,9,0,20180830-194021_927_live
19,Have a good night.,9,1,20180830-194021_927_live
0,Do you like donating to good causes?,0,0,20180830-180646_25_live
1,Yes especially to help children.,0,1,20180830-180646_25_live
2,have you heard of Save the Children?,1,0,20180830-180646_25_live
3,Not much. Tell me about it.,1,1,20180830-180646_25_live
4,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",2,0,20180830-180646_25_live
5,Do they help feed them?,2,1,20180830-180646_25_live
6,"your donation is essential to help ensuring children's rights to health, education, safety, etc",3,0,20180830-180646_25_live
7, So they help with everything but food?,3,1,20180830-180646_25_live
8,Not sure about food but I assume it is covered in health needs Here is their website:  URL ,4,0,20180830-180646_25_live
9,Does twenty cents help a lot or just a little?,4,1,20180830-180646_25_live
10,every bit helps but maybe a little more?,5,0,20180830-180646_25_live
11, Is fifty cents alright or is that still too little?,5,1,20180830-180646_25_live
12,That sound good is that how much you want to donate?,6,0,20180830-180646_25_live
13,I don't know. It seems like that is still too little?,6,1,20180830-180646_25_live
14,You can donate up to $2 of your payment,7,0,20180830-180646_25_live
15,How about eighty cents but will that help a lot or just buy them a little?,7,1,20180830-180646_25_live
16,That sound s good it will help the childre,8,0,20180830-180646_25_live
17,Maybe I will make it a dollar.,8,1,20180830-180646_25_live
18,"sounds good, final amount $1, have a great day",9,0,20180830-180646_25_live
19,Ok. A dollar it is then.,9,1,20180830-180646_25_live
0,hi! how are you?,0,0,20180830-174134_253_live
1,Hello,0,1,20180830-174134_253_live
2,do you have any particular hobbies or passions?,1,0,20180830-174134_253_live
3,My hobbies are spending time with my family.,1,1,20180830-174134_253_live
4,i was reading up on a charity called save the children. have you heard about it?,2,0,20180830-174134_253_live
5,"yea its a pretty popular charity, but I don't no where the donations go etc.",2,1,20180830-174134_253_live
6,as far as who it helps?,3,0,20180830-174134_253_live
7,"Yes, I just basically know the name.",3,1,20180830-174134_253_live
8,"it goes to some of the most important aspects of a childs life. their health, education way of life.",4,0,20180830-174134_253_live
9,"Right, what else you can tell me about it?",4,1,20180830-174134_253_live
10,it gives children in developing countries the same accesses to better overall quality of life as the rest of the world. it also takes no more than 77 cents a day to go help these children.,5,0,20180830-174134_253_live
11,Oh ok so whats the next step?,5,1,20180830-174134_253_live
12,"you can always help save the life of a child by donating through this task. it can be anywhere from 1 cent to the entire possible payment of $2. of course you could also choose not to donate, but that would mean less children getting help.",6,0,20180830-174134_253_live
13,Ok ill donate $0.50,6,1,20180830-174134_253_live
14,glad to hear!,7,0,20180830-174134_253_live
15,Ok well you got that,7,1,20180830-174134_253_live
16,the research team will donate that portion from the payment of this task. ,8,0,20180830-174134_253_live
17,ok cool thank have a nice day,8,1,20180830-174134_253_live
18,thank you! you too. it is greatly appreciated.,9,0,20180830-174134_253_live
19,No problem thanks,9,1,20180830-174134_253_live
0,"Hello, how are you doing? ",0,0,20180830-154613_158_live
1,I am doing pretty well. How about yourself?,0,1,20180830-154613_158_live
2,"I am doing very well, thank you! I am reaching out to you about donating to a charity about Save the Children",1,0,20180830-154613_158_live
3,Could you give me more information about the Save the Children donation?,1,1,20180830-154613_158_live
4,"Most definitely! Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Are there any important factors that resonate with you when you donate to a charity?",2,0,20180830-154613_158_live
5,"It is important for me to know how my donation will be handled, what it will be spent on, and what developing countries it will be going to.",2,1,20180830-154613_158_live
6,"Definitely, I think it is important to get specifics as well. One thing that I appreciated about this charity was the transparency. Here is the website:  URL ",3,0,20180830-154613_158_live
7,Great@ thank you for the imformation. do you have any other personal opinions about the Save the Children fund?,3,1,20180830-154613_158_live
8,"Of course! Personally, one of the things that stirs compassion for me is a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Save the Children works to support these children and provide a safe environment for them to grow. Are there some points that resonate with you as well? ",4,0,20180830-154613_158_live
9,"Awesome. I am Glad you are supportive and fighting for a better world for others. After hearing your information, it makes me feel positive to be able to support Save the Children. What are the best ways to contribute?",4,1,20180830-154613_158_live
10,Awesome! Thanks for your partnership! Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2). Do you have any other questions on contributions?,5,0,20180830-154613_158_live
11,I will be happy to donate $2. You have answered my questions. if I have anymore in the future I will be more than glad to visit the website for any additional information. Thank you.,5,1,20180830-154613_158_live
12,"Great! Thank you again for your partnership, we appreciate it! ",6,0,20180830-154613_158_live
13,Glad I could help!,6,1,20180830-154613_158_live
14,Yes! Your donation is incredibly impacting. Just 77 cents per day helps shelter a family. I appreciate your contribution.,7,0,20180830-154613_158_live
15,Sounds good. You are welcome! #savethechildren,7,1,20180830-154613_158_live
16,Have a great day! ,8,0,20180830-154613_158_live
17,Thank you. You as well!,8,1,20180830-154613_158_live
18,Bye! Make sure to tell others about this charity!,9,0,20180830-154613_158_live
19,Will do. bye for now!,9,1,20180830-154613_158_live
0,Have you heard about Save the Children?,0,0,20180830-213440_640_live
1,"Yes I have, seems like a good org",0,1,20180830-213440_640_live
2,"It really is. Donations help individual children and their families.It ensures health, education and safety.",1,0,20180830-213440_640_live
3,I always wonder about the overhead and admin costs that come off the top of donations,1,1,20180830-213440_640_live
4,A lot of organizations seem to have issues with overhead. I was amazed to see that over 86 percent goes into their programs. Only 5% is for management and 9% to fundraising.,2,0,20180830-213440_640_live
5,"Those are good numbers, shows that most of the money goes to the kids and not big salaries.",2,1,20180830-213440_640_live
6,"44 percent alone goes to health, nutrition, and hunger. In 2017 alone, they reached 155million children. 237K in the U.S",3,0,20180830-213440_640_live
7,"That's fantastic, they've helped a lot!",3,1,20180830-213440_640_live
8,"And sadly, there is still so much more to do. In just one area, Syria, millions of Syrian children have grown up facing the daily threat of violence. n the first two months of 2018 alone, 1,000 children were reportedly killed or injured!",4,0,20180830-213440_640_live
9,I would be afraid aid meant to be given to the children would be seized by those in power and never reach the kids.,4,1,20180830-213440_640_live
10,I had wondered about that myself. They work closely with the U.N  and other organizations in the local area to be sure it gets to those in need and not the aggressors. ,5,0,20180830-213440_640_live
11,Hopefully those organizations aren't as corrupt as has been reported in the media.  You just don't know what to believe any more.,5,1,20180830-213440_640_live
12,That is true. This one seems to have been around for awhile and seems to be highly rated though. Have you ever had a chance to donate to Save the Children?,6,0,20180830-213440_640_live
13,"Yes, years ago I remember a presentation and we did donate then.  I have since been donating to local animal rescue groups.  They really need the help.",6,1,20180830-213440_640_live
14,"Yeah, I have donated little amounts here and there as I can. Though the shelters everywhere seem to need help as well! I give little bits when I can. Would you be interested in giving a small donation??",7,0,20180830-213440_640_live
15,I would definitely consider it.,7,1,20180830-213440_640_live
16,Any little bit helps any of these organizations. Everyone's little bits add up to so much more!,8,0,20180830-213440_640_live
17,You are right.  How much do you think I should donate to Save the Children?,8,1,20180830-213440_640_live
18,"There is a way to have one deducted from your task payment. You can choose any amount from $0 to all your payment ($2). I personally do a little when I really need the money. Anywhere from a dime to a quarter. When I read something devastating, earned a good amount at work or feel better financially, it is more. ",9,0,20180830-213440_640_live
19,"Okay, thanks for your input.  I will donate $1.00",9,1,20180830-213440_640_live
20,Wow! That is amazing! They will be glad to have it!!! ,10,0,20180830-213440_640_live
0,Hello?,0,0,20180830-155048_517_live
1,Hello.,0,1,20180830-155048_517_live
2,"Do you know about the charity ""Save the Children""?",1,0,20180830-155048_517_live
3,I've heard of it in a positive way.,1,1,20180830-155048_517_live
4,"Save the Children essential to help ensuring children's rights to health, education, safety",2,0,20180830-155048_517_live
5,Does it help children both internationally and in the United States?,2,1,20180830-155048_517_live
6,Mostly international in places like South American and South Africa where its very poor and needed.,3,0,20180830-155048_517_live
7,That makes sense. Are you involved with the charity?,3,1,20180830-155048_517_live
8,Yea im donating and wanted to know if you would like to donate also?,4,0,20180830-155048_517_live
9,Have you donated in the past?,4,1,20180830-155048_517_live
10,yes a while ago when i was donating to random charities. You can donate part of your funds for this task from $0 to $2.00,5,0,20180830-155048_517_live
11,I'm willing to donate $1.00.,5,1,20180830-155048_517_live
12,That sounds like a great amount you are making a difference.,6,0,20180830-155048_517_live
13,What exactly will my donation provide?,6,1,20180830-155048_517_live
14,"Your donation will help individual children and their families and  help ensuring children's rights to health, education.",7,0,20180830-155048_517_live
15,Sounds good. I think we have to make a total of ten comments. Is there anything else you can tell me?,7,1,20180830-155048_517_live
16,"Yea let me make it clear, you want to donate $1 correct?",8,0,20180830-155048_517_live
17,"Yes, $1 is the amount that I would like to donate.",8,1,20180830-155048_517_live
18,Ok thanks you have a nice day...,9,0,20180830-155048_517_live
19,You are welcome. I hope you have a nice day too.,9,1,20180830-155048_517_live
0,Do you want to help the less fortunate?,0,0,20180830-200148_992_live
1,"Absolutely, I believe its important to give back whenever your able to do so.",0,1,20180830-200148_992_live
2,Yes. Save The Children help a lot of people around the world. Have you heard of it?,1,0,20180830-200148_992_live
3,"Yes I have heard of it I think its actually called ""Feed the children"" its so sad to see how many children aren\'t able to just get a clean cup of water.",1,1,20180830-200148_992_live
4,The organization I am asking for a donation today is Save The Children. Do you want to know more?,2,0,20180830-200148_992_live
5,Yes! I would love to learn more about the organization.,2,1,20180830-200148_992_live
6,"They help with health, education, safety, and more.",3,0,20180830-200148_992_live
7,That Is wonderful! are these children from a third world country? I live in the US ,3,1,20180830-200148_992_live
8,"Someday we hope to help here to but for now they are from other countries, even as close as Guatemala.",4,0,20180830-200148_992_live
9,That is wonderful! I would love to help the children in Guatemala. Do the organization have a website or gofund me so for the future I could donate ?,4,1,20180830-200148_992_live
10,How about donating today? It does not take very much.,5,0,20180830-200148_992_live
11,Yes sure! Do I need to use my bank card? or paypal?,5,1,20180830-200148_992_live
12,Paypal is preferred due to safety. But how much would you like to donate?,6,0,20180830-200148_992_live
13,I can do 57cents from my paypal ,6,1,20180830-200148_992_live
14,Is that the most you are willing to donate at this time? Even twenty-five cents more will help.,7,0,20180830-200148_992_live
15,"Im sorry that""s all I have in my current bank account ",7,1,20180830-200148_992_live
16,That's ok. In the future you can donate more if you want. So 57 cents is what you want to donate at this time?,8,0,20180830-200148_992_live
17,Yes I would like to donate the 57cents,8,1,20180830-200148_992_live
18,Thank you for helping Save The Children.,9,0,20180830-200148_992_live
19,Okay no problem! I wish I could donate more. I truly do ,9,1,20180830-200148_992_live
0,Hi,0,0,20180830-173320_897_live
1,Hello,0,1,20180830-173320_897_live
2,"So, have you heard of Save the Children?",1,0,20180830-173320_897_live
3,"Yes, I have.",1,1,20180830-173320_897_live
4,"Would you be interested in donating any amount, no matter how small to that organization?",2,0,20180830-173320_897_live
5,"Yes, I would be interested in donating to Save the Children.",2,1,20180830-173320_897_live
6,Great! How much would you be willing to donate?,3,0,20180830-173320_897_live
7,Is $2 ok?,3,1,20180830-173320_897_live
8,"Yeah, that will work.",4,0,20180830-173320_897_live
9,Can you tell me what the donation will be used for?,4,1,20180830-173320_897_live
10,"Sure!  Save the Children is a global charity that provides for children's education, emergency funds during disasters or conflicts, health initiatives in the US and other countries in greater need, and from abuse.",5,0,20180830-173320_897_live
11,That's great! When was it founded?,5,1,20180830-173320_897_live
12,"Around 99 years ago in April 15, 1919 in London, England.  Initially designed to alleviate starvation of children in German and Austria-Hungary during the Allied blockade of Germany of World War 1.",6,0,20180830-173320_897_live
13,Are all donations to Save the Children tax deductible?,6,1,20180830-173320_897_live
14,"Yes, donations to Save the Children are 100% tax deductible.",7,0,20180830-173320_897_live
15,Ok. Can I donate to Save the Children with a money order?,7,1,20180830-173320_897_live
16,"Yes, you can do it via money order.  They just need to be mailed to: Save the Children, 501 Kings Highway East - Suite 400, Fairfield, CT 06825",8,0,20180830-173320_897_live
17,"Ok, thank you. If I use a credit card instead, can I set up recurring donations?",8,1,20180830-173320_897_live
18,"Yes, you can setup recurring donations of what amount you'd like via there website at this link: https://support. URL ite/Donation2?df_id=1620&1620.donation=form1&vanityurl=Donate",9,0,20180830-173320_897_live
19,Ok. I think I will use a money order this time.,9,1,20180830-173320_897_live
20,"Alright.  Good luck to you, and nice talking with you.",10,0,20180830-173320_897_live
0,"Hello there, how are you doing today?",0,0,20180830-190109_662_live
1,Good. How about you?,0,1,20180830-190109_662_live
2,"Great! I'm doing well, thanks for asking. Have you ever heard of a charity called Save the Children?",1,0,20180830-190109_662_live
3,Yes I have. I remember it from the 90s.,1,1,20180830-190109_662_live
4,"Right on. So you understand how imperative it is that they stick around, as they help support and provide relief for children in developing countries.",2,0,20180830-190109_662_live
5,Yes glad they're stil laround,2,1,20180830-190109_662_live
6,"So, the researchers of this study are actually doing something very cool. You can help this charity directly by donating some or all of your earnings to Save the Children.",3,0,20180830-190109_662_live
7,Oh ok that sounds good,3,1,20180830-190109_662_live
8,"Yeah, it's super cool! Even a small donation of 50 cents is great when lots of other people are donating too. Would you be interested in donating some of your task earnings?",4,0,20180830-190109_662_live
9,yes i would,4,1,20180830-190109_662_live
10,Awesome. How much of the $2 would you like to donate?,5,0,20180830-190109_662_live
11,you can put me down for .50 :),5,1,20180830-190109_662_live
12,"Thank you so much! It always feels good to help out others, I think.",6,0,20180830-190109_662_live
13,Yes it does,6,1,20180830-190109_662_live
14,"If you'd like to  find out more info about this charity, you can go to their website at  URL  Do you have any questions? :)",7,0,20180830-190109_662_live
15,No I don't :),7,1,20180830-190109_662_live
16,"For sure. Well it was a pleasure ""meeting"" you today!",8,0,20180830-190109_662_live
17,Have a good one!,8,1,20180830-190109_662_live
18,You too my friend.,9,0,20180830-190109_662_live
19,How do we end this?,9,1,20180830-190109_662_live
0,hello,0,0,20180830-212956_406_live
1,"hello, what's up?",0,1,20180830-212956_406_live
2,Do you know about a children's charity?,1,0,20180830-212956_406_live
3,I do not. I don't really support many charities. I think they aren't run as well as they should be most of the time,1,1,20180830-212956_406_live
4,But this is for children charity. Do you donate any children charity?,2,0,20180830-212956_406_live
5,Not usually. Which charity is it? I donate to St Judes sometimes,2,1,20180830-212956_406_live
6,I know a little bit. But i don't know fully it.,3,0,20180830-212956_406_live
7,What do you mean?,3,1,20180830-212956_406_live
8,I'm not fully aware of this.,4,0,20180830-212956_406_live
9,I'm not sure exactly what you're saying fo me. Which childrens charity are you talking about?,4,1,20180830-212956_406_live
10,I say about Save the children.,5,0,20180830-212956_406_live
11,what does Save the Children do?,5,1,20180830-212956_406_live
12,"Oh! The Save the Children Fund, commonly known as Save the Children, that promotes children's rights, provides relief and helps support children in developing countries.",6,0,20180830-212956_406_live
13,That's pretty cool. What does it do to help children's rights? :),6,1,20180830-212956_406_live
14,"campaign for long-term change to improve children's lives. improve children's access to the food and healthcare they need to thrive. protect the world's most vulnerable children, including those separated from their families because of war, natural disasters, extreme poverty and exploitation.",7,0,20180830-212956_406_live
15,"That seems really cool. Although like i said, i dont give to charities much. ",7,1,20180830-212956_406_live
16,"That's okay, But I like to donate children charity",8,0,20180830-212956_406_live
17,"That's good, you seem like a kind person for it",8,1,20180830-212956_406_live
18,Thank you so much. ,9,0,20180830-212956_406_live
19,Very welcome. How is your night going? ,9,1,20180830-212956_406_live
0,"Hello, how are you today?",0,0,20180830-181817_436_live
1,I'm great and you?,0,1,20180830-181817_436_live
2,I am good. Have you ever thought of donating to a charity?,1,0,20180830-181817_436_live
3,"No, not really.",1,1,20180830-181817_436_live
4,May I tell you about an awesome charity?,2,0,20180830-181817_436_live
5,"Sure, I'll listen.",2,1,20180830-181817_436_live
6,There is an awesome charity called Save the Children the help children all over the world including right here in America.,3,0,20180830-181817_436_live
7,Yeah I've heard about it.,3,1,20180830-181817_436_live
8,Would you be to donate some of you earning from today task to them?,4,0,20180830-181817_436_live
9,Not right now.,4,1,20180830-181817_436_live
10,You can donate anything from as little as 0.10 and since it is money you don't have yet since you have not been paid for the task it isn't like it is coming out of your pocket.,5,0,20180830-181817_436_live
11,I don't think I'm in the position to donate right now unforutnatley.,5,1,20180830-181817_436_live
12,"I totally understand, but like I said they will take the money right from the pay of this task. ",6,0,20180830-181817_436_live
13,That is very true. But I'd still prefer it in my pocket :),6,1,20180830-181817_436_live
14,I totally understand I hope you will think of the Save the Children if you decide to donate later on,7,0,20180830-181817_436_live
15,I will keep it in mind. Thanks!,7,1,20180830-181817_436_live
16,Thank you they really are a wonderful charity and children are our future and we need to look for them.,8,0,20180830-181817_436_live
17,I understand that very well.,8,1,20180830-181817_436_live
18,Thank you for listening and I hope you don't forget about them,9,0,20180830-181817_436_live
19,I know I won't. Thanks for the tip!,9,1,20180830-181817_436_live
0,hi,0,0,20180830-204841_559_live
1,Hi to you too,0,1,20180830-204841_559_live
2,so have you heard about Save the Children before?,1,0,20180830-204841_559_live
3,Yes I have heard about it but don't know much about it,1,1,20180830-204841_559_live
4,Well it's a global non-profit charity based around helping children.,2,0,20180830-204841_559_live
5,What are the donations mostly used for,2,1,20180830-204841_559_live
6,"They are used for helping children in a variety of areas: access to education, healthcare, protection from abuse, and relief from natural disasters or conflicts.",3,0,20180830-204841_559_live
7,How are donations solicited ?,3,1,20180830-204841_559_live
8,Well you can go on their website  URL  or it can be deducted from this task payment.,4,0,20180830-204841_559_live
9,When finished with this  task  I will be sure to check the website.,4,1,20180830-204841_559_live
10,"It's definitely worth a look, plenty of useful data and more information on how they operate.  Are you interested in donating?",5,0,20180830-204841_559_live
11,How does donating from my  task payment  work ?,5,1,20180830-204841_559_live
12,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2) after the chat.,6,0,20180830-204841_559_live
13,I will do that but At what point do I make the decision ?,6,1,20180830-204841_559_live
14,"After the chat is concluded, the window will move on, and you can input an option.",7,0,20180830-204841_559_live
15,How does the chat come to an end?,7,1,20180830-204841_559_live
16,After about 10 turns.  Do you have any idea what you'd like to donate?,8,0,20180830-204841_559_live
17,I would donate $2 if that is the  payment for the task,8,1,20180830-204841_559_live
18,"Well that's good to hear, and if you respond that should lead you to the next page.  It was a pleasure to talk to you :)",9,0,20180830-204841_559_live
19,"Same here, although I do not see the reason to tie a chat to the donation request.",9,1,20180830-204841_559_live
0,Hi! How is your day going?,0,0,20180830-185013_499_live
1,I'm doing well. How are you?,0,1,20180830-185013_499_live
2,I'm pretty good. Thanks. I wanted to let you know about the great charity I know. It's called Save the Children.,1,0,20180830-185013_499_live
3,I've heard of it. They do great work.,1,1,20180830-185013_499_live
4,Yes they do. They use nearly 100% of money donated to go directly to charity with very few overhead costs of their own.,2,0,20180830-185013_499_live
5,Pretty impressive compared to other charities.,2,1,20180830-185013_499_live
6,Yes it is. I've heard of many stories from them about how many thousands of starving children they've helped in African countries and Middle Eastern countries as well.,3,0,20180830-185013_499_live
7,"That is great. There are a lot of organizations that help, but they are one of the bigger names.",3,1,20180830-185013_499_live
8,Have you thought about how much extra money you have around the house that you could collect and donate to Save the Children?,4,0,20180830-185013_499_live
9,"Well honestly, I don't have as much as you would like to me too at this point. But I do donate to a very similar charity monthly.",4,1,20180830-185013_499_live
10,Well as you know you've been given some extra money that you can donate directly to Save the Children. This won't affect you at all but will really help many of those poor starving children.,5,0,20180830-185013_499_live
11,"I know that. I am willing to donate some of the money, I do need to keep some to pay my bills and feed my kiddos too.",5,1,20180830-185013_499_live
12,Absolutely! Of course you shouldn't donate more than you can. But any small amount that you would be able to donate is always greatly appreciated!,6,0,20180830-185013_499_live
13,Well I would be willing to do that.,6,1,20180830-185013_499_live
14,How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).,7,0,20180830-185013_499_live
15,I think 10% would be good. So 20 cents?,7,1,20180830-185013_499_live
16,That's a great decision! Thanks very much for your support. You'll get to confirm your donation on the next screen. It was great talking to you!,8,0,20180830-185013_499_live
17,"Okay. Good to know. Thanks. Have a great night,",8,1,20180830-185013_499_live
18,Thanks :) You too!,9,0,20180830-185013_499_live
19,I hope the money really helps out the kids.,9,1,20180830-185013_499_live
0,Hello!,0,0,20180830-182037_288_live
1,"Hi, how are you?",0,1,20180830-182037_288_live
2,I'm good. Thanks! How about you?,1,0,20180830-182037_288_live
3,I am also doing good.,1,1,20180830-182037_288_live
4,"Great! Say, do you mind if I ask you a favor?",2,0,20180830-182037_288_live
5,"Sure, what do you need?",2,1,20180830-182037_288_live
6,Would you consider making a charitable donation to a worthy cause with a portion of you task payment?,3,0,20180830-182037_288_live
7,"I would consider that, what sort of organization is it going towards?",3,1,20180830-182037_288_live
8,"The research team will collect all donations and send it to ""Save the Children"". But before you answer, how about some information about Save the Children?",4,0,20180830-182037_288_live
9,"Yes, you can send me some info on the charity.",4,1,20180830-182037_288_live
10,"Save the Children is an international non-governmental organization that promotes children'ts rights, provides relief and helps support children in developing countries.",5,0,20180830-182037_288_live
11,That sounds like a worthy cause.  I know there are many children suffering throughout the world.,5,1,20180830-182037_288_live
12,"Yes, we have it very good in the U.S. I'd like to think all children can grow up with a better future. And Save the Children is essential in helping ensure children's rights to health, education, safety, etc.",6,0,20180830-182037_288_live
13,"I would say we have some work to do as well, they cut off water in several Detroit schools today I read.  But compared to some other places, people are generally more fortunate here than in some other countries.  ",6,1,20180830-182037_288_live
14,"Not to dismiss some real problems we have here, as we do, it's a whole different thing going on in some places in the world.",7,0,20180830-182037_288_live
15,"Yes, I agree.  I know there are some places that children don't have much of an opportunity unless people step in and help.",7,1,20180830-182037_288_live
16,Would you be interested in making a small contribution to Save the Children? It would be directly deducted from your task payment. You can choose anything from $0 to $2. Any amount would help.,8,0,20180830-182037_288_live
17,I would donate $0.50 to the cause.  Hopefully there are some other people who do the same and it will add up to something beneficial.,8,1,20180830-182037_288_live
18,Wow! That's fantastic! Thank you! You can refer to Save the Children's website to gather more information if you like to.,9,0,20180830-182037_288_live
19,"You're welcome, I hope that is does help. Have a great evening.",9,1,20180830-182037_288_live
20,Thanks again! Much appreciated! Have a great evening! Best regards!,10,0,20180830-182037_288_live
0,save the childrens is our social duty,0,0,20180830-153627_498_live
1,Why do you say that?,0,1,20180830-153627_498_live
2,because the children wills death due to non parents,1,0,20180830-153627_498_live
3,I have my own children to worry about.,1,1,20180830-153627_498_live
4,oh okk but isay generally,2,0,20180830-153627_498_live
5,"We have no responsibility.  Whatever is done is done out of kindness, not obligation.",2,1,20180830-153627_498_live
6,yes you are right. but we have to donate for save the childrens,3,0,20180830-153627_498_live
7,"No, we really don't have to at all.  Most charities are scams anyway.",3,1,20180830-153627_498_live
8,but not all charitys are scams,4,0,20180830-153627_498_live
9,I am not willing to risk my money to test them.,4,1,20180830-153627_498_live
10,"but you will spend your money in unwanted like trips,snacks etc....",5,0,20180830-153627_498_live
11,You don't know me well enough to assume that now do you?  I lead a very simple life.,5,1,20180830-153627_498_live
12,its ok and you will tell this some friends who are in high class to donate for the childrens,6,0,20180830-153627_498_live
13,"No, I really wouldn't lead anyone to have their money taken.",6,1,20180830-153627_498_live
14,what a pesimist you are ,7,0,20180830-153627_498_live
15,"No, it's called being a Realist...",7,1,20180830-153627_498_live
16,it's not realistic its called as fear of everything,8,0,20180830-153627_498_live
17,It's not fear.  It's common sense.  I think it's very silly to give your money away.,8,1,20180830-153627_498_live
18,its not very sily its says to be humanity. are you a human or not,9,0,20180830-153627_498_live
19,I am very human.  I prefer to donate to my own kids.,9,1,20180830-153627_498_live
0,Hi! How are you doing today?,0,0,20180830-192317_46_live
1,I'm fine! How about you?,0,1,20180830-192317_46_live
2,I'm doing great! It's been a busy day. ,1,0,20180830-192317_46_live
3,"Yes, I've had a very busy day today. My day was productive too.",1,1,20180830-192317_46_live
4,Some people around the world have struggled to get through the day. ,2,0,20180830-192317_46_live
5,"Yes they do struggle to get through the day, because some of their lives aren't fulfilling.",2,1,20180830-192317_46_live
6,Some people feel that we have an obligation to help those in need when we can. How do you feel?,3,0,20180830-192317_46_live
7,I think it all depends on the circumstances.,3,1,20180830-192317_46_live
8,I'm thinking about children in developing countries that need help from those in better circumstances. ,4,0,20180830-192317_46_live
9,Sounds like a good cause.,4,1,20180830-192317_46_live
10,Have you heard of an organization called Save the Children? ,5,0,20180830-192317_46_live
11,I have heard about that organization.,5,1,20180830-192317_46_live
12,I wonder if you would be willing to help them out with a small donation.,6,0,20180830-192317_46_live
13,"At this point in my life, I am unable to give a donation to Save the Children.",6,1,20180830-192317_46_live
14,Your donation would come from part of the proceeds that you're earning right now. It wouldn't need to be much. Any amount helps.,7,0,20180830-192317_46_live
15,I am aware that the donation would come from part of the earnings right now. I just don't want to donate anything.,7,1,20180830-192317_46_live
16,Save the Children is a worthy organization. Even 10 cents could make a difference to a child in Africa or Syria.,8,0,20180830-192317_46_live
17,"Yes, I believe that Save the Children is a worthy organization. I would like to keep my earnings.",8,1,20180830-192317_46_live
18,What would it take for your to commit to donating to Save the Children?,9,0,20180830-192317_46_live
19,It would take away from me buying blocks for a child in the USA who don't have money to buy anything.,9,1,20180830-192317_46_live
0,Hello,0,0,20180830-174222_391_live
1,Hi!,0,1,20180830-174222_391_live
2,"Please consider donating at least a small portion of your earnings from this task to a children\'s charity called ""Save the Children"". This is a non-government organization that promotes children\'s rights and provides relief and assistance to children in developing countries. Your donation would really be appreciated and can greatly assist with these children\'s lives. Doing so would ensure you can be part of the solution.  ",1,0,20180830-174222_391_live
3,What kind of issues are these children facing?,1,1,20180830-174222_391_live
4,"They are facing mortality, none and minimal education opportunities, and violence",2,0,20180830-174222_391_live
5,Is it more domestic violence or are these children in war-torn countries?,2,1,20180830-174222_391_live
6,These are children in war zones,3,0,20180830-174222_391_live
7,"How old is ""Save the Children""?",3,1,20180830-174222_391_live
8,Save the Children is an 18 year old professional organization,4,0,20180830-174222_391_live
9,Does Save the Children do all the work in these countries or do they allocate funds to other organizations with similar platforms that are located within these countries?,4,1,20180830-174222_391_live
10,Save the Children leads programs and works closely with communities in these countries. Save the Children also uses all program funds effectively with over 85% going directly to program services and only 5% for administrative costs.,5,0,20180830-174222_391_live
11,How many countries is Save the Children located in?,5,1,20180830-174222_391_live
